subject	seq	trial	wordtype	text	transcript	maincode	checktrans
5	36	25	target	RIVER	river	TRUE	
5	37	26	prime	FORK	fork	TRUE	
5	38	26	target	LADLE	li-ladel	FALSE	
5	39	27	prime	BODYGUARD	bodyguard	TRUE	
5	40	27	target	JEWELER	jeweler	TRUE	
5	41	28	prime	MONASTERY	monastery	TRUE	
5	42	28	target	CHAPEL	chapel	TRUE	
5	43	29	prime	ELEPHANT	elephant	TRUE	
5	44	29	target	TIGER	tiger	TRUE	
5	45	30	prime	TABLE	table	TRUE	
5	46	30	target	BARREL	barrel	TRUE	
5	47	31	prime	ENTERPRISE	enterprise	TRUE	
5	48	31	target	BUS	bus	TRUE	
5	49	32	prime	BLINDFOLD	blindfold	TRUE	
5	50	32	target	RULER	ruler	TRUE	
5	51	33	prime	PENCIL	pencil	TRUE	
5	52	33	target	ERASER	eraser	TRUE	
5	53	34	prime	KIMONO	kimono	TRUE	
5	54	34	target	PENCIL	pencil	TRUE	
5	55	35	prime	SNEAKER	sneaker	TRUE	
5	56	35	target	SHOELACE	shoelace	TRUE	
5	57	36	prime	SUCCESSOR	successor	TRUE	
5	58	36	target	PILLAR	pillar	TRUE	
5	59	37	prime	PECAN	pecayan (sic)	FALSE	
5	60	37	target	GLOBE	(laughter) globe	FALSE	
5	61	38	prime	HAMMER	hammer	TRUE	
5	62	38	target	NAIL	nail	TRUE	
5	63	39	prime	CANOE	canoe	TRUE	
5	64	39	target	CAMP	camp	TRUE	
5	65	40	prime	WARD	war-ward	FALSE	
5	66	40	target	FAUCET	faucet	TRUE	
5	67	41	prime	LAWYER	lawyer	TRUE	
5	68	41	target	PANE	pane	TRUE	
5	69	42	prime	SOUP	soup	TRUE	
5	70	42	target	TOWEL	towel	TRUE	
5	71	43	prime	COUCH	couch	TRUE	
5	72	43	target	CUSHION	cushion	TRUE	
5	73	44	prime	SKELETON	skeleton	TRUE	
5	74	44	target	CLOSET	closet	TRUE	
5	75	45	prime	MATADOR	maya-matador	FALSE	
5	76	45	target	STRAINER	strainer	TRUE	
5	77	46	prime	DRIFTER	drifter	TRUE	
5	78	46	target	REFLECTOR	reflector	TRUE	
5	79	47	prime	DECOY	decoy	TRUE	
5	80	47	target	FLAG	flag	TRUE	
5	81	48	prime	CAKE	cake	TRUE	
5	82	48	target	CANDLE	candle	TRUE	
5	83	49	prime	VIOLIN	violin	TRUE	
5	84	49	target	BOW	bow	TRUE	
5	85	50	prime	RAKE	rake	TRUE	
5	86	50	target	GRAVE	grave	TRUE	
5	87	51	prime	BOOK	book	TRUE	
5	88	51	target	STACK	stack	TRUE	
5	89	52	prime	HORSE	horse	TRUE	
5	90	52	target	RAVEN	raven	TRUE	
5	91	53	prime	UNCLE	uncle	TRUE	
5	92	53	target	CHAIR	chair	TRUE	
5	93	54	prime	TENT	tent	TRUE	
5	94	54	target	POLE	pole	TRUE	
5	95	55	prime	HEAVEN	heaven	TRUE	
5	96	55	target	MANUAL	manual	TRUE	
5	97	56	prime	TREE	tree	TRUE	
5	98	56	target	GATE	gate	TRUE	
5	99	57	prime	VASE	vase	TRUE	
5	100	57	target	COVER	cover	TRUE	
5	101	58	prime	BOURBON	bourbon	TRUE	
5	102	58	target	ACTOR	actor	TRUE	
5	103	59	prime	BANANA	banana	TRUE	
5	104	59	target	SANDWICH	sandwich	TRUE	
5	105	60	prime	ROBIN	robin	TRUE	
5	106	60	target	CHICKEN	chicken	TRUE	
5	107	61	prime	COACH	coach	TRUE	
5	108	61	target	ATHLETE	athlete	TRUE	
5	109	62	prime	MAGAZINE	magazine	TRUE	
5	110	62	target	NOVEL	novel	TRUE	
5	111	63	prime	FORTRESS	fortress	TRUE	
5	112	63	target	FARM	farm	TRUE	
5	113	64	prime	LAMP	lamp	TRUE	
5	114	64	target	DESK	desk	TRUE	
5	115	65	prime	SALT	salt	TRUE	
5	116	65	target	CABIN	cabin	TRUE	
5	117	66	prime	SCAR	scar	TRUE	
5	118	66	target	CONDO	condo	TRUE	
5	119	67	prime	ZINC	zinc	TRUE	
5	120	67	target	PEACH	peach	TRUE	
5	121	68	prime	SON	son	TRUE	
5	122	68	target	ROAD	road	TRUE	
5	123	69	prime	PORCH	porch	TRUE	
5	124	69	target	HANDBAG	handbag	TRUE	
5	125	70	prime	DISK	disk	TRUE	
5	126	70	target	CLIFF	cliff	TRUE	
5	127	71	prime	SPIDER	spider	TRUE	
5	128	71	target	BEAR	bear	TRUE	
5	129	72	prime	BACKPACK	backpack	TRUE	
5	130	72	target	STRAP	strap	TRUE	
5	131	73	prime	OBJECTIVE	objective	TRUE	
5	132	73	target	HORNET	hornet	TRUE	
5	133	74	prime	NECKLACE	necklace	TRUE	
5	134	74	target	FEATHER	feather	TRUE	
5	135	75	prime	EMPIRE	empire	TRUE	
5	136	75	target	PEEL	peel	TRUE	
5	137	76	prime	ROD	rod	TRUE	
5	138	76	target	BAGEL	bagel	TRUE	
5	139	77	prime	SALMON	salmon	TRUE	
5	140	77	target	GARDEN	garden	TRUE	
5	141	78	prime	ENVELOPE	envelope	TRUE	
5	142	78	target	LETTER	letter	TRUE	
5	143	79	prime	LIVER	liver	TRUE	
5	144	79	target	TRIGGER	trigger	TRUE	
6	1	8	prime	MATADOR		FALSE	
6	2	8	target	SANDWICH		FALSE	
6	3	9	prime	LAWYER		FALSE	
6	4	9	target	PAINTING		FALSE	
6	5	10	prime	ROD		FALSE	
6	6	10	target	COOKIE		FALSE	
6	7	11	prime	UNCLE		FALSE	
6	8	11	target	LAMP		FALSE	
6	9	12	prime	HOSE		FALSE	
6	10	12	target	HYDRANT		FALSE	
6	11	13	prime	DRIFTER		FALSE	
6	12	13	target	HOSE		FALSE	
6	13	14	prime	DISK		FALSE	
6	14	14	target	CAVE		FALSE	
6	15	15	prime	BOOK		FALSE	
6	16	15	target	SHELF		FALSE	
6	17	16	prime	TABLE		FALSE	
6	18	16	target	PATIO		FALSE	
6	19	17	prime	SKELETON		FALSE	
6	20	17	target	BONE		FALSE	
6	21	18	prime	HEAVEN		FALSE	
6	22	18	target	LENS		FALSE	
6	23	19	prime	OBJECTIVE		FALSE	
6	24	19	target	HAMSTER		FALSE	
6	25	20	prime	BLINDFOLD		FALSE	
6	26	20	target	BUILDING		FALSE	
6	27	21	prime	FORTRESS		FALSE	
6	28	21	target	WALL		FALSE	
6	29	22	prime	MAGAZINE		FALSE	
6	30	22	target	NECKLACE		FALSE	
6	31	23	prime	VASE		FALSE	
6	32	23	target	FLOWER		FALSE	
6	33	24	prime	ROBIN		FALSE	
6	34	24	target	CHIPMUNK		FALSE	
6	35	25	prime	COUCH		FALSE	
6	36	25	target	TREADMILL		FALSE	
6	37	26	prime	TENT		FALSE	
6	38	26	target	CUSHION		FALSE	
6	39	27	prime	MONASTERY		FALSE	
6	40	27	target	CASTLE		FALSE	
6	41	28	prime	BACKPACK		FALSE	
6	42	28	target	QUILT		FALSE	
6	43	29	prime	NECKLACE		FALSE	
6	44	29	target	DIAMOND		FALSE	
6	45	30	prime	PECAN		FALSE	
6	46	30	target	MAP		FALSE	
6	47	31	prime	VIOLIN		FALSE	
6	48	31	target	STRING		FALSE	
6	49	32	prime	KIMONO		FALSE	
6	50	32	target	PEN		FALSE	
6	51	33	prime	BOURBON		FALSE	
6	52	33	target	BOXER		FALSE	
6	53	34	prime	PURSE		FALSE	
6	54	34	target	LINK		FALSE	
6	55	35	prime	SPIDER		FALSE	
6	56	35	target	BEE		FALSE	
6	57	36	prime	MELON		FALSE	
6	58	36	target	CELEBRITY		FALSE	
6	59	37	prime	LIVER		FALSE	
6	60	37	target	TROPHY		FALSE	
6	61	38	prime	SOUP		FALSE	
6	62	38	target	RACK		FALSE	
6	63	39	prime	SCAR		FALSE	
6	64	39	target	CAFE		FALSE	
6	65	40	prime	SALT		FALSE	
6	66	40	target	CAVERN		FALSE	
6	67	41	prime	HORSE		FALSE	
6	68	41	target	RABBIT		FALSE	
6	69	42	prime	TRUMPET		FALSE	
6	70	42	target	DRAWER		FALSE	
6	71	43	prime	CANOE		FALSE	
6	72	43	target	OAR		FALSE	
6	73	44	prime	SON		FALSE	
6	74	44	target	BUMPER		FALSE	
6	75	45	prime	TITAN		FALSE	
6	76	45	target	RECLINER		FALSE	
6	77	46	prime	BANANA		FALSE	
6	78	46	target	SUNDAE		FALSE	
6	79	47	prime	ENTERPRISE		FALSE	
6	80	47	target	BENCH		FALSE	
6	81	48	prime	DECOY		FALSE	
6	82	48	target	OAR		FALSE	
6	83	49	prime	ENVELOPE		FALSE	
6	84	49	target	ALBUM		FALSE	
6	85	50	prime	LOCKER		FALSE	
6	86	50	target	STRING		FALSE	
6	87	51	prime	WARD		FALSE	
6	88	51	target	TILE		FALSE	
6	89	52	prime	LOTTERY		FALSE	
6	90	52	target	BASKET		FALSE	
6	91	53	prime	LAMP		FALSE	
6	92	53	target	BULB		FALSE	
6	93	54	prime	PENCIL		FALSE	
6	94	54	target	STAPLER		FALSE	
6	95	55	prime	TREE		FALSE	
6	96	55	target	FORT		FALSE	
6	97	56	prime	COACH		FALSE	
6	98	56	target	TEENAGER		FALSE	
6	99	57	prime	CAKE		FALSE	
6	100	57	target	FIGURINE		FALSE	
6	101	58	prime	BUTLER		FALSE	
6	102	58	target	MILLIONAIRE		FALSE	
6	103	59	prime	RAKE		FALSE	
6	104	59	target	GLOVE		FALSE	
6	105	60	prime	RAT		FALSE	
6	106	60	target	TAXI		FALSE	
6	107	61	prime	SHOVEL		FALSE	
6	108	61	target	BUCKET		FALSE	
6	109	62	prime	SNEAKER		FALSE	
6	110	62	target	SKI		FALSE	
6	111	63	prime	ELEPHANT		FALSE	
6	112	63	target	TURTLE		FALSE	
6	113	64	prime	HAMMER		FALSE	
6	114	64	target	PEG		FALSE	
6	115	65	prime	JAW		FALSE	
6	116	65	target	WRENCH		FALSE	
6	117	66	prime	FLIGHT		FALSE	
6	118	66	target	DRIVEWAY		FALSE	
6	119	67	prime	SALMON		FALSE	
6	120	67	target	POOL		FALSE	
6	121	68	prime	BODYGUARD		FALSE	
6	122	68	target	ACTRESS		FALSE	
6	123	69	prime	PORCH		FALSE	
6	124	69	target	HAMMER		FALSE	
6	125	70	prime	TREASURER		FALSE	
6	126	70	target	SENATOR		FALSE	
6	127	71	prime	RAIL		FALSE	
6	128	71	target	CARDINAL		FALSE	
6	129	72	prime	KNIFE		FALSE	
6	130	72	target	CAN		FALSE	
6	131	73	prime	KAYAK		FALSE	
6	132	73	target	FERRY		FALSE	
6	133	74	prime	SUCCESSOR		FALSE	
6	134	74	target	PIANO		FALSE	
6	135	75	prime	PASSPORT		FALSE	
6	136	75	target	SENIOR		FALSE	
6	137	76	prime	DAM		FALSE	
6	138	76	target	FACTORY		FALSE	
6	139	77	prime	EMPIRE		FALSE	
6	140	77	target	DRINK		FALSE	
6	141	78	prime	ZINC		FALSE	
6	142	78	target	PLANT		FALSE	
6	143	79	prime	FORK		FALSE	
6	144	79	target	LEMON		FALSE	
7	1	8	prime	AIRCRAFT	aircraft	TRUE	
7	2	8	target	FEATHER	feather	TRUE	
7	3	9	prime	JAR	jar	TRUE	
7	4	9	target	LID	lid	TRUE	
7	5	10	prime	LAYER	layer	TRUE	
7	6	10	target	TRAIL	tr-trail	FALSE	
7	7	11	prime	HOTEL	hotel	TRUE	
7	8	11	target	LEG	leg	TRUE	
7	9	12	prime	PLAYPEN	playpen	TRUE	
7	10	12	target	SOCK	sock	TRUE	
7	11	13	prime	CAMERA	camera	TRUE	
7	12	13	target	MANUAL	manual	TRUE	
7	13	14	prime	RIFLE	rifle	TRUE	
7	14	14	target	TARGET	target	TRUE	
7	15	15	prime	TEST	test	TRUE	
7	16	15	target	LIMB	limb	TRUE	
7	17	16	prime	HARBOR	harbor	TRUE	
7	18	16	target	BEAR	bear	TRUE	
7	19	17	prime	DEAL	deal	TRUE	
7	20	17	target	PAGE	page	TRUE	
7	21	18	prime	STORM	storm	TRUE	
7	22	18	target	ATHLETE	athlete	TRUE	
7	23	19	prime	SAW	saw	TRUE	
7	24	19	target	RAG	rag	TRUE	
7	25	20	prime	DRUG	drug	TRUE	
7	26	20	target	CANDLE	candle	TRUE	
7	27	21	prime	SHOWTIME	showtime	TRUE	
7	28	21	target	BOOK	book	TRUE	
7	29	22	prime	TORSO	torso	TRUE	
7	30	22	target	CHICKEN	chicken	TRUE	
7	31	23	prime	BANANA	banana	TRUE	
7	32	23	target	SUNDAE	sundae	TRUE	
7	33	24	prime	CANOE	canoe	TRUE	
7	34	24	target	FLAG	flag	TRUE	
7	35	25	prime	WAITRESS	waitress	TRUE	
7	36	25	target	DINER	dinner	FALSE	
7	37	26	prime	ENGINEER	engineer	TRUE	
7	38	26	target	TIGER	tiger	TRUE	
7	39	27	prime	SAXOPHONE	saxophone	TRUE	
7	40	27	target	PILLAR	pillar	TRUE	
7	41	28	prime	GAVEL	gavel	TRUE	
7	42	28	target	FLAGPOLE	flagpole	TRUE	
7	43	29	prime	BICYCLE	bicycle	TRUE	
7	44	29	target	TIRE	tire	TRUE	
7	45	30	prime	FESTIVAL	festival	TRUE	
7	46	30	target	LETTER	letter	TRUE	
7	47	31	prime	PAN	pan	TRUE	
7	48	31	target	RIVER	river	TRUE	
7	49	32	prime	MONK	monk	TRUE	
7	50	32	target	CARPENTER	carpenter	TRUE	
7	51	33	prime	TRAINER	trainer	TRUE	
7	52	33	target	ACTOR	actor	TRUE	
7	53	34	prime	CONQUEROR	conqueror	TRUE	
7	54	34	target	SUPPORTER	supporter	TRUE	
7	55	35	prime	ORCHESTRA	orchestra	TRUE	
7	56	35	target	JEWELER	jeweler	TRUE	
7	57	36	prime	DRUM	drum	TRUE	
7	58	36	target	NOZZLE	nozzle	TRUE	
7	59	37	prime	CAR	car	TRUE	
7	60	37	target	RAMP	ramp	TRUE	
7	61	38	prime	DORM	dorm	TRUE	
7	62	38	target	CONDO	condo	TRUE	
7	63	39	prime	WINDOW	window	TRUE	
7	64	39	target	CURTAIN	curtain	TRUE	
7	65	40	prime	MOTORCYCLE	motorcycle	TRUE	
7	66	40	target	BUS	bus	TRUE	
7	67	41	prime	SPATULA	spatula	TRUE	
7	68	41	target	STRAINER	strainer	TRUE	
7	69	42	prime	DIRECTOR	director	TRUE	
7	70	42	target	NOVEL	novel	TRUE	
7	71	43	prime	RESORT	resort	TRUE	
7	72	43	target	GARDEN	garden	TRUE	
7	73	44	prime	CHAIN	chain	TRUE	
7	74	44	target	SIGN	sign	TRUE	
7	75	45	prime	STATUE	statue	TRUE	
7	76	45	target	SANDWICH	sandwich	TRUE	
7	77	46	prime	TABLE	table	TRUE	
7	78	46	target	CHAIR	chair	TRUE	
7	79	47	prime	SINK	sink	TRUE	
7	80	47	target	DISH	dish	TRUE	
7	81	48	prime	DRESSER	dresser	TRUE	
7	82	48	target	RUG	rug	TRUE	
7	83	49	prime	VAN	van	TRUE	
7	84	49	target	TRAILER	trailer	TRUE	
7	85	50	prime	CRUISE	cruise	TRUE	
7	86	50	target	SHARPENER	sharpener	TRUE	
7	87	51	prime	ERASER	eraser	TRUE	
7	88	51	target	PENCIL	pencil	TRUE	
7	89	52	prime	MARATHON	marathon	TRUE	
7	90	52	target	CLASSROOM	classroom	TRUE	
7	91	53	prime	GARLIC	garlic	TRUE	
7	92	53	target	BOULDER	boulder	TRUE	
7	93	54	prime	WOLF	wolf	TRUE	
7	94	54	target	POLE	pole	TRUE	
7	95	55	prime	HYDRANT	hydrant	TRUE	
7	96	55	target	REFLECTOR	reflector	TRUE	
7	97	56	prime	BUTTERFLY	butterfly	TRUE	
7	98	56	target	HORNET	hornet	TRUE	
7	99	57	prime	LOFT	loft	TRUE	
7	100	57	target	COVER	cover	TRUE	
7	101	58	prime	MECHANISM	mechanism	TRUE	
7	102	58	target	CHAPEL	chapel	TRUE	
7	103	59	prime	ATLAS	atlas	TRUE	
7	104	59	target	JOURNAL	journal	TRUE	
7	105	60	prime	CART	cart	TRUE	
7	106	60	target	LADLE	la-ladle	FALSE	
7	107	61	prime	KIWI	kiwi	TRUE	
7	108	61	target	PEACH	peach	TRUE	
7	109	62	prime	STATE	state	TRUE	
7	110	62	target	RAVEN	raven	TRUE	
7	111	63	prime	CADDY	caddy	TRUE	
7	112	63	target	GOLFER	golfer	TRUE	
7	113	64	prime	ISLE	isle	TRUE	
7	114	64	target	GRAVE	gre-grave	FALSE	
7	115	65	prime	DOORSTEP	doorstep	TRUE	
7	116	65	target	FARM	farm	TRUE	
7	117	66	prime	PUZZLE	puzzle	TRUE	
7	118	66	target	KID	kid	TRUE	
7	119	67	prime	NERVE	nerve	TRUE	
7	120	67	target	TELEVISION	television	TRUE	
7	121	68	prime	BURGER	burger	TRUE	
7	122	68	target	NAIL	nail	TRUE	
7	123	69	prime	FORT	fort	TRUE	
7	124	69	target	WALL	wall	TRUE	
7	125	70	prime	PORT	port	TRUE	
7	126	70	target	DOLL	doll	TRUE	
7	127	71	prime	ASYLUM	asylum	TRUE	
7	128	71	target	BOWL	bowl	TRUE	
7	129	72	prime	BLUEPRINT	blueprint	TRUE	
7	130	72	target	DRAWING	drawing	TRUE	
7	131	73	prime	BIKE	bike	TRUE	
7	132	73	target	TIRE	tire	TRUE	
7	133	74	prime	DRILL	drill	TRUE	
7	134	74	target	HANDBAG	handbag	TRUE	
7	135	75	prime	CHURCH	church	TRUE	
7	136	75	target	CROSS	cross	TRUE	
7	137	76	prime	SHIRT	shirt	TRUE	
7	138	76	target	CLUB	club	TRUE	
7	139	77	prime	GUITAR	guitar	TRUE	
7	140	77	target	PEDAL	pedal	TRUE	
7	141	78	prime	TENT	tent	TRUE	
7	142	78	target	CABIN	cabin	TRUE	
7	143	79	prime	FUTON	futon	TRUE	
7	144	79	target	RADIATOR	radiator	TRUE	
8	1	8	prime	DRILL	drill	TRUE	
8	2	8	target	HAMMER	hammer	TRUE	
8	3	9	prime	CHAIN	chain	TRUE	
8	4	9	target	SAW	saw	TRUE	
8	5	10	prime	AIRCRAFT	aircraft	TRUE	
8	6	10	target	DIAMOND	diamond	TRUE	
8	7	11	prime	PUZZLE	puzzle	TRUE	
8	8	11	target	MILLIONAIRE	millionaire	TRUE	
8	9	12	prime	GUITAR	guitar	TRUE	
8	10	12	target	STRING	string	TRUE	
8	11	13	prime	CADDY	caddy	TRUE	
8	12	13	target	CELEBRITY	celebrity	TRUE	
8	13	14	prime	CAR	car	TRUE	
8	14	14	target	ROAD	road	TRUE	
8	15	15	prime	PLAYPEN	playpen	TRUE	
8	16	15	target	SHOELACE	shoelace	TRUE	
8	17	16	prime	TABLE	table	TRUE	
8	18	16	target	LAMP	lamp	TRUE	
8	19	17	prime	DIRECTOR	director	TRUE	
8	20	17	target	NECKLACE	necklace	TRUE	
8	21	18	prime	CART	cart	TRUE	
8	22	18	target	LEMON	lemon	TRUE	
8	23	19	prime	ISLE	isle	TRUE	
8	24	19	target	GLOVE	glove	TRUE	
8	25	20	prime	MECHANISM	mechanism	TRUE	
8	26	20	target	CASTLE	castle	TRUE	
8	27	21	prime	DOORSTEP	doorstep	TRUE	
8	28	21	target	WALL	wall	TRUE	
8	29	22	prime	CONQUEROR	conqueror	TRUE	
8	30	22	target	SENATOR	senator	TRUE	
8	31	23	prime	STORM	storm	TRUE	
8	32	23	target	TEENAGER	teenager	TRUE	
8	33	24	prime	FORT	fort	TRUE	
8	34	24	target	CLIFF	cliff	TRUE	
8	35	25	prime	CAMERA	camera	TRUE	
8	36	25	target	LENS	lens	TRUE	
8	37	26	prime	VAN	van	TRUE	
8	38	26	target	TAXI	taxi	TRUE	
8	39	27	prime	DRESSER	dresser	TRUE	
8	40	27	target	MIRROR	mirror	TRUE	
8	41	28	prime	SHIRT	shirt	TRUE	
8	42	28	target	CAN	can	TRUE	
8	43	29	prime	DRUM	drum	TRUE	
8	44	29	target	HELMET	helmet	TRUE	
8	45	30	prime	SAXOPHONE	saxophone	TRUE	
8	46	30	target	PIANO	piano	TRUE	
8	47	31	prime	TENT	tent	TRUE	
8	48	31	target	CAVERN	cavern	TRUE	
8	49	32	prime	STATE	state	TRUE	
8	50	32	target	RABBIT	rabbit	TRUE	
8	51	33	prime	TORSO	torso	TRUE	
8	52	33	target	CHIPMUNK	chipmunk	TRUE	
8	53	34	prime	GAVEL	gavel	TRUE	
8	54	34	target	FERRY	ferry	TRUE	
8	55	35	prime	WAITRESS	waitress	TRUE	
8	56	35	target	SENIOR	se-senior	FALSE	
8	57	36	prime	ORCHESTRA	orchestra	TRUE	
8	58	36	target	ACTRESS	actress	TRUE	
8	59	37	prime	HARBOR	harbor	TRUE	
8	60	37	target	BEE	bee	TRUE	
8	61	38	prime	MARATHON	marathon	TRUE	
8	62	38	target	CLOSET	closet	TRUE	
8	63	39	prime	ASYLUM	asylum	TRUE	
8	64	39	target	BOW	bow	TRUE	
8	65	40	prime	HOTEL	hotel	TRUE	
8	66	40	target	BARREL	barrel	TRUE	
8	67	41	prime	FESTIVAL	festival	TRUE	
8	68	41	target	ALBUM	al-album	FALSE	
8	69	42	prime	LOFT	loft	TRUE	
8	70	42	target	FLOWER	flower	TRUE	
8	71	43	prime	BICYCLE	bicycle	TRUE	
8	72	43	target	BASKET	basket	TRUE	
8	73	44	prime	LAYER	layer	TRUE	
8	74	44	target	CAMP	camp	TRUE	
8	75	45	prime	BUTTERFLY	butterfly	TRUE	
8	76	45	target	HAMSTER	hamster	TRUE	
8	77	46	prime	HYDRANT	hydrant	TRUE	
8	78	46	target	HOSE	hose	TRUE	
8	79	47	prime	SAW	saw	TRUE	
8	80	47	target	WRENCH	wrench	TRUE	
8	81	48	prime	BLUEPRINT	blueprint	TRUE	
8	82	48	target	RULER	ruler	TRUE	
8	83	49	prime	KIWI	kiwi	TRUE	
8	84	49	target	PLANT	plant	TRUE	
8	85	50	prime	DEAL	deal	TRUE	
8	86	50	target	STACK	stack	TRUE	
8	87	51	prime	BANANA	banana	TRUE	
8	88	51	target	PEEL	peel	TRUE	
8	89	52	prime	RESORT	resort	TRUE	
8	90	52	target	POOL	pool	TRUE	
8	91	53	prime	GARLIC	garlic	TRUE	
8	92	53	target	BUCKET	bucket	TRUE	
8	93	54	prime	MOTORCYCLE	motorcycle	TRUE	
8	94	54	target	BENCH	bench	TRUE	
8	95	55	prime	FUTON	futon	TRUE	
8	96	55	target	RECLINER	recliner	TRUE	
8	97	56	prime	PORT	port	TRUE	
8	98	56	target	DESK	desk	TRUE	
8	99	57	prime	SINK	sink	TRUE	
8	100	57	target	FAUCET	faucet	TRUE	
8	101	58	prime	PAN	pan	TRUE	
8	102	58	target	FACTORY	factory	TRUE	
8	103	59	prime	WINDOW	window	TRUE	
8	104	59	target	PANE	pane	TRUE	
8	105	60	prime	ENGINEER	engineer	TRUE	
8	106	60	target	TURTLE	turtle	TRUE	
8	107	61	prime	BIKE	bike	TRUE	
8	108	61	target	TOWEL	towel	TRUE	
8	109	62	prime	STATUE	statue	TRUE	
8	110	62	target	SUNDAE	sundae	TRUE	
8	111	63	prime	CHURCH	church	TRUE	
8	112	63	target	DRIVEWAY	driveway	TRUE	
8	113	64	prime	CANOE	canoe	TRUE	
8	114	64	target	OAR	oar	TRUE	
8	115	65	prime	RIFLE	rifle	TRUE	
8	116	65	target	TRIGGER	trigger	TRUE	
8	117	66	prime	TRAINER	trainer	TRUE	
8	118	66	target	BOXER	boxer	TRUE	
8	119	67	prime	ATLAS	atlas	TRUE	
8	120	67	target	GLOBE	globe	TRUE	
8	121	68	prime	SPATULA	spatula	TRUE	
8	122	68	target	SANDWICH	sandwich	TRUE	
8	123	69	prime	DRUG	drug	TRUE	
8	124	69	target	FIGURINE	figurine	TRUE	
8	125	70	prime	NERVE	nerve	TRUE	
8	126	70	target	CUSHION	cushion	TRUE	
8	127	71	prime	CRUISE	cruise	TRUE	
8	128	71	target	ERASER	eraser	TRUE	
8	129	72	prime	SHOWTIME	showtime	TRUE	
8	130	72	target	STRAP	strap	TRUE	
8	131	73	prime	WOLF	wolf	TRUE	
8	132	73	target	CUSHION	cushion	TRUE	
8	133	74	prime	JAR	jar	TRUE	
8	134	74	target	BAGEL	bagel	TRUE	
8	135	75	prime	DORM	dorm	TRUE	
8	136	75	target	CAFE	café	FALSE	
8	137	76	prime	ERASER	eraser	TRUE	
8	138	76	target	PEN	pen	TRUE	
8	139	77	prime	TEST	test	TRUE	
8	140	77	target	GATE	gate	TRUE	
8	141	78	prime	MONK	monk	TRUE	
8	142	78	target	CARDINAL	cardinal	TRUE	
8	143	79	prime	BURGER	burger	TRUE	
8	144	79	target	PEG	peg	TRUE	
9	1	8	prime	CHAIN	chain	TRUE	
9	2	8	target	LINK	link	TRUE	
9	3	9	prime	PORT	port	TRUE	
9	4	9	target	BULB	blu-bulb	FALSE	
9	5	10	prime	OBJECTIVE	objective	TRUE	
9	6	10	target	HORNET	hornet	TRUE	
9	7	11	prime	HORSE	horse	TRUE	
9	8	11	target	RAVEN	raven	TRUE	
9	9	12	prime	RAKE	rake	TRUE	
9	10	12	target	GRAVE	grave	TRUE	
9	11	13	prime	SCAR	scar	TRUE	
9	12	13	target	CONDO	condo	TRUE	
9	13	14	prime	NERVE	nerve	TRUE	
9	14	14	target	TREADMILL	treadmill	TRUE	
9	15	15	prime	CRUISE	cruise	TRUE	
9	16	15	target	STAPLER	stapler	TRUE	
9	17	16	prime	LAYER	layer	TRUE	
9	18	16	target	OAR	oar	TRUE	
9	19	17	prime	SHOWTIME	showtime	TRUE	
9	20	17	target	QUILT	quilt	TRUE	
9	21	18	prime	TITAN	titan	TRUE	
9	22	18	target	RADIATOR	radiator	TRUE	
9	23	19	prime	MAGAZINE	magazine	TRUE	
9	24	19	target	NOVEL	novel	TRUE	
9	25	20	prime	RAIL	rail	TRUE	
9	26	20	target	CARPENTER	cyarpenter (sic)	FALSE	
9	27	21	prime	JAR	jar	TRUE	
9	28	21	target	COOKIE	cookie	TRUE	
9	29	22	prime	HAMMER	hammer	TRUE	
9	30	22	target	NAIL	nail	TRUE	
9	31	23	prime	ROBIN	robin	TRUE	
9	32	23	target	CHICKEN	chicken	TRUE	
9	33	24	prime	FORK	fork	TRUE	
9	34	24	target	LADLE	lay-laddle (sic)	FALSE	
9	35	25	prime	MONASTERY	monastery	TRUE	
9	36	25	target	CHAPEL	chapel	TRUE	
9	37	26	prime	ENTERPRISE	enterprise	TRUE	
9	38	26	target	BUS	bus	TRUE	
9	39	27	prime	MARATHON	marathon	TRUE	
9	40	27	target	BONE	bone	TRUE	
9	41	28	prime	FLIGHT	flight	TRUE	
9	42	28	target	CROSS	cross	TRUE	
9	43	29	prime	SALT	salt	TRUE	
9	44	29	target	CABIN	cabin	TRUE	
9	45	30	prime	PORCH	porch	TRUE	
9	46	30	target	HANDBAG	handbag	TRUE	
9	47	31	prime	BUTLER	boatler-butler	FALSE	
9	48	31	target	KID	lottery	FALSE	
9	49	32	prime	LOTTERY	tire	FALSE	
9	50	32	target	TIRE	cover	FALSE	
9	51	33	prime	VASE	vase	TRUE	
9	52	33	target	COVER	cawver-cover	FALSE	
9	53	34	prime	CAR	car	TRUE	
9	54	34	target	BUMPER	bumper	TRUE	
9	55	35	prime	LOCKER	locker	TRUE	
9	56	35	target	PEDAL	pedal	TRUE	
9	57	36	prime	TENT	tent	TRUE	
9	58	36	target	POLE	ple	FALSE	
9	59	37	prime	KNIFE	knife	TRUE	
9	60	37	target	CLUB	club	TRUE	
9	61	38	prime	TEST	test	TRUE	
9	62	38	target	FORT	fort	TRUE	
9	63	39	prime	MELON	melon	TRUE	
9	64	39	target	GOLFER	golfer	TRUE	
9	65	40	prime	BANANA	banana	TRUE	
9	66	40	target	SANDWICH	sandwich	TRUE	
9	67	41	prime	SPIDER	spider	TRUE	
9	68	41	target	BEAR	bear	TRUE	
